basicName,subTitleName,rating,openDate,openTime,address,price,label,review,url,img,monOpen,monClose,tuesOpen,tuesClose,wedOpen,wedClose,thursOpen,thursClose,friOpen,friClose,satOpen,satClose,sunOpen,sunClose,recommend,monTime,tuesTime,wedTime,thursTime,friTime,satTime,sunTime
Yangmingshan National Park,陽明山國家公園,4.7,['Open daily'],['Open all day'],"1-20 Zhuzihu Road, Yangming Mountain, Taipei",0,活動,"Though Yangmingshan is at a far end of Taipei city, it is well worth a day trip especially during spring and autumn period for cherry blossoms and autumn foliage, do check out qiangtiangang",https://www.trip.com/travel-guide/attraction/taipei/yangmingshan-national-park-80592?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106012000etm4da78596_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,3.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00
Longshan Temple,艋舺龍山寺,4.7,['Open daily'],['06:00-21:30'],"No. 211, Guangzhou St, Wanhua District, Taipei City, Taiwan 10853",0,觀光,"Visiting Longshan Temple in Taiwan offers a rich cultural experience. The temple, dating back to 1738, showcases intricate architecture, vibrant religious rituals, and a serene atmosphere. Explore the ornate decorations, witness traditional ceremonies, and immerse yourself in the local history and spirituality. Don't forget to respect the customs and take in the unique blend of Buddhist, Taoist, and folk religious elements at this iconic site.",https://www.trip.com/travel-guide/attraction/taipei/longshan-temple-80599?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100c1f000001gsvdu8862_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1290.0,360.0,1290.0,360.0,1290.0,360.0,1290.0,360.0,1290.0,360.0,1290.0,360.0,1290.0,1.5,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30
Chiang Kai-Shek Shilin Residence,士林官邸正館,4.7,"['Tuesday-Sunday', 'Tuesday-Sunday']","['09:30-12:00 (Latest entry time:11:50; Tickets available until:11:50)', '13:30-17:00 (Latest entry time:16:50; Tickets available until:16:50)']","No. 60, Fulin Rd., Shilin Dist., Taipei City 111005 , Taiwan",82.5,觀光,"Shilin's official residence is worth a visit. Jiang Gong and Song Meiling lived here for a short time, and Jiang Gong died here. By restoring the layout and furnishings at that time, they learned about their life situation, and the interpreter was particularly attentive and patient. recommend!",https://www.trip.com/travel-guide/attraction/taipei/chiang-kai-shek-shilin-residence-85906?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106a120004e61n89EFAD_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,810.0,1020.0,810.0,1020.0,810.0,1020.0,810.0,1020.0,810.0,1020.0,810.0,1020.0,2.5,0,13:30-17:00,13:30-17:00,13:30-17:00,13:30-17:00,13:30-17:00,13:30-17:00
Raohe Night Market,饒河街夜市,4.6,['Open daily'],['17:00-23:00'],"Raohe St, Songshan District, Taipei City, Taiwan 105",0,餐飲,Raohe night market. one the well known night market in Taipei. among the best. lots of food. not cheap tho. do come here to taste the street food of Taipei. This place is well connected with the metro station.,https://www.trip.com/travel-guide/attraction/taipei/raohe-night-market-10539673?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105e120009dndz8vDEDD_C_180_240_Q70.webp?proc=source%2ftrip,1020.0,1380.0,1020.0,1380.0,1020.0,1380.0,1020.0,1380.0,1020.0,1380.0,1020.0,1380.0,1020.0,1380.0,2.0,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00
Taiwan Museum,國立臺灣博物館,4.7,['Tuesday-Sunday'],['9:30-17:00'],"No. 2, Xiangyang Road, Zhongzheng District, Taipei City",106.8,觀光,"The museum located inside 228 Park is exhibited through various themes rather than exhibiting Taiwan relics. It is within walking distance from Ximending, so it is good to see it together when sightseeing around.",https://www.trip.com/travel-guide/attraction/taipei/taiwan-museum-10520764?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100e1f000001gt2ez0166_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,3.0,0,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00
Taipei Children's Amusement Park,臺北市立兒童新樂園,4.8,"['Tuesday-Friday', 'Saturday-Sunday']","['09:00-17:00', '09:00-18:00']","No. 55, Section 5, Chengde Rd, Shilin District, Taipei Cit 11169",156.6,活動,"The kids enjoyed the rides. But i regrets the time of visit because i visited holiday so a lot of people went there. When you like to take a ride you need to fall in long line so its a waste of time of waiting… but overall is good for families. They have food courts when your hungry, a lot of rides and toys for kids, playground for them… and my advise is just go when its not holiday to enjoy more…",https://www.trip.com/travel-guide/attraction/taipei/taipei-children-s-amusement-park-22846533?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100a1f000001grm980496_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1080.0,540.0,1080.0,3.5,0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-18:00,09:00-18:00
Ningxia Night Market,寧夏夜市,4.5,['Open daily'],['17:00-23:30'],"103, Taiwan, Taipei City, Datong District, Ningxia Rd, Ningxia Night Market",0,餐飲,"A local night market with various kind of delicious food, it is always crowded with people",https://www.trip.com/travel-guide/attraction/taipei/ningxia-night-market-10539668?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo0212000c6bl1f2E174_C_180_240_Q70.webp?proc=source%2ftrip,1020.0,1410.0,1020.0,1410.0,1020.0,1410.0,1020.0,1410.0,1020.0,1410.0,1020.0,1410.0,1020.0,1410.0,2.0,17:00-23:30,17:00-23:30,17:00-23:30,17:00-23:30,17:00-23:30,17:00-23:30,17:00-23:30
Miniatures Museum of Taiwan,袖珍博物館,4.7,['Tuesday-Sunday'],['10:00-18:00'],台北市中山?建?北路一段96?B1,171.9,觀光,"Still a good place to visit even if the ticket price is a little bit high, especially for those who appreciate miniature art or candy toys. Not to mention that it's the only miniature museum in Taipei.",https://www.trip.com/travel-guide/attraction/taipei/miniatures-museum-of-taiwan-10520704?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100p0500000011o8mA91C_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,2.0,0,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00
The Red House,西門紅樓,4.5,"['Tuesday-Thursday', 'Friday,Sunday', 'Saturday']","['11:00-20:00', '11:00-21:00', '11:00-22:00']","No. 10, Chengdu Rd, Wanhua District, Taipei City, Taiwan 108",0,觀光,Ximen red house is a historical landmark in the bustling district of ximending. Good visit,https://www.trip.com/travel-guide/attraction/taipei/the-red-house-10524144?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106j120008kejm6o4C55_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,660.0,1200.0,660.0,1200.0,660.0,1200.0,660.0,1260.0,660.0,1320.0,660.0,1260.0,2.0,0,11:00-20:00,11:00-20:00,11:00-20:00,11:00-21:00,11:00-22:00,11:00-21:00
Xiang Mountain,象山,4.6,['Open daily'],['Open all day'],"150 Lane, Section 5, Xinyi Road, Xinyi District, Taipei, Taiwan",0,活動,"As the name of the Xiangshan elephant near the city center, you can see big stones. The most important thing is that the background of Taipei 101 building is a beautiful spectacular and photo restaurant. The transportation is 10 minutes' walk from the red line Xiangshan station. It is the entrance street to the mountain climbing of Xiangshan, and the height of the stairs is difficult at first, but it is usually a short walk that can be reached in 20-30 minutes.",https://www.trip.com/travel-guide/attraction/taipei/xiang-mountain-10520699?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M00/72/AC/CggYHFY7GxeANGcwABlN57UW0jM497_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00
Yongkang Street,永康街,4.5,,,"Yongkang Street, Daan District, Taipei City, Taiwan",0,活動,"There are many shops from chain stores to private shops, and you can enjoy everything from shopping to dining. The famous beef noodle shop is lined up outside even on weekdays. The meat is also solid and corresponds to several foreign languages. The general store is also cute and is always crowded with tourists.",https://www.trip.com/travel-guide/attraction/taipei/yongkang-street-100304?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106z12000echyq3hA3B6_C_180_240_Q70.webp?proc=source%2ftrip,597.5739048833194,1233.4639342188707,597.5806754425164,1233.4096325795074,597.5806751043636,1233.4096323468164,597.5806747543629,1233.4096321145455,597.5806743936316,1233.185343922064,594.7202935055252,1238.0351978553017,594.9833855219271,1228.4651768639785,2.5,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:00
Beitou Hot Spring Museum,北投溫泉博物館,4.6,['Tuesday-Sunday'],['10:00-18:00'],"No. 2, Zhongshan Rd, Beitou District, Taipei City, Taiwan 112",0,觀光,Amazing destination to visit for a half day your at Beitou. Friendlt museum staffs and well organised guided pathway to walk around in the museum so you won't miss out any section. There are some interactive activities for us to experience the old days hot spring and can take lots of pictures too. Highly recommended.,https://www.trip.com/travel-guide/attraction/taipei/beitou-hot-spring-museum-10530509?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100k0z000000nj48a3F22_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,1.5,0,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00
Taipei Arena,台北小巨蛋,4.6,['Open daily'],['9:00-22:00'],"No. 2號, Section 4, Nanjing E Rd, Songshan District, Taipei City, Taiwan 105037",0,活動,"Taipei Dome - The multi-purpose stadium in Songshan District, Taipei is an arena-level venue. In addition to providing sports competition venues, large-scale literary events such as concerts and awards ceremonies are often held, which is one of the pointers for the Taiwan entertainment industry.",https://www.trip.com/travel-guide/attraction/taipei/taipei-arena-10758481?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M0B/73/14/CggYHFY7IaGAZ7ddACVnca2cNc4174_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1320.0,540.0,1320.0,540.0,1320.0,540.0,1320.0,540.0,1320.0,540.0,1320.0,540.0,1320.0,3.0,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00
The Grand Hotel Taipei West Secret Passage,圓山大飯店密道,5.0,['Open daily'],['10:00-15:30'],"No. 1, Section 4, Zhongshan North Road, Zhongshan District, Taipei City",329.7,活動,"Yuanshan Hotel, a long time ago, a five-star hotel, has been here for many artists and diplomatic heads of state. Equipment Billiards table, pool, table tennis table, gym can be used. Holidays to a good place, the pool is very clean, foreigners will exercise together in the morning",https://www.trip.com/travel-guide/attraction/taipei/the-grand-hotel-taipei-west-secret-passage-140042904?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b1f000001gsokj2A73_C_180_240_Q70.webp?proc=source%2ftrip,600.0,930.0,600.0,930.0,600.0,930.0,600.0,930.0,600.0,930.0,600.0,930.0,600.0,930.0,3.0,10:00-15:30,10:00-15:30,10:00-15:30,10:00-15:30,10:00-15:30,10:00-15:30,10:00-15:30
Xiangshan (Elephant Mountain) Nature Trail,象山步道,4.8,['Open daily'],['Open all day'],"Lane 150, Songren Rd., Taipei, Taiwan",0,活動,An easy hike at elephant mountain. You able to do night hike since there are lamps all the way up the mountain! can see taipei 101 from the top of the mountain .,https://www.trip.com/travel-guide/attraction/taipei/xiangshan-nature-trail-20905962?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10091f000001gsmpqB4FF_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00
Dihua Street,迪化街,4.6,['Open daily'],['Open all day'],"Section 1, Dihua Street, Datong District, Taipei City",0,活動,"Dihua Old Street is a nice place to visit around Lunar New Year because of the lanterns, but it can get very crowded.I most recently visited during the summer and it had a relaxed feeling. The historic buildings are very photogenic of course, and you can browse the shops that range from household items, tote bags, kitchen ware, to Chinese medicine and teas, dried fruit and nuts, to souvenirs, bubble tea and pineapple cakes.",https://www.trip.com/travel-guide/attraction/taipei/dihua-street-10524143?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105a12000bi3d9d922D4_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00
Taipei Fine Arts Museum,臺北市立美術館,4.7,"['Tuesday-Friday,Sunday', 'Saturday']","['9:30-17:30', '9:30-20:30']","No.181, Sec. 3, Zhongshan N. Rd., Zhongshan Dist., Taipei City 10461, Taiwan",1373.1000000000001,觀光,Taipei Art Gallery Collection of many works of art and shows with a variety of photo angles.,https://www.trip.com/travel-guide/attraction/taipei/taipei-fine-arts-museum-80596?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01007120008f0oes16DB8_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,570.0,1050.0,570.0,1050.0,570.0,1050.0,570.0,1050.0,570.0,1230.0,570.0,1050.0,3.0,0,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-20:30,09:30-17:30
Sisinan Village Museum,臺北眷村文物館,4.6,['Tuesday-Sunday'],['9:00-17:00'],"No.50 Songqing Street, Xinyi District, Taipei, Taiwan",0,觀光,this village is around 5 mins walk from taipei 101 building. you can come up from mrt taipei 101 station exit 2 and you can take nice photos of the taipei101 buidling. there is a nice coffee shop and boba tea shop in the village too.there is bathroom in the area too; recommend this place if you want to take photo of the building,https://www.trip.com/travel-guide/attraction/taipei/sisinan-village-museum-22846545?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10071f000001h70nm939C_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,1.5,0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00
Miramar Entertainment Park,美麗華百樂園,4.6,['Open daily'],['13:00-22:00 (Tickets available until:21:50)'],台北市中山區敬業三路20號,0,活動,"fantastic shopping mall with food court at the basement level, a grocery store, restaurants placed in between levels, an IMAX theater, arcade room and a ferris wheel on the top floor.Easy to park and many good restaurants around.Good place for dating. must try Ferris wheel",https://www.trip.com/travel-guide/attraction/taipei/miramar-entertainment-park-10548367?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101s12000deboyhl4232_C_180_240_Q70.webp?proc=source%2ftrip,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,2.0,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00
Miramar Ferris Wheel,美麗華百樂園摩天輪,4.8,['Open daily'],['13:00-22:00'],"5th floor, No.20, Jingye 3rd Road, Zhongshan District, Taipei City",123.30000000000001,活動,"Miramar Ferris Wheel - A really nice place in a remote area, have so many famous and delicious food restaurant, have an Imax cinema, a giant ferris wheel, and a quite beautiful building",https://www.trip.com/travel-guide/attraction/taipei/miramar-ferris-wheel-30637274?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M0A/70/5A/CggYHVY7GduAbllEAB1Jv3_P_KI219_C_180_240_Q70.webp?proc=source%2ftrip,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,0.5,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00
Huashan 1914 Creative Park,華山1914文創園區,4.7,['Open daily'],['Open all day'],"No. 1, Section 1, Baba Road, Taipei",0,活動,"Recommend for kids! Great location, great staffs... enjoy the play & park nearby.... toilets are not many.",https://www.trip.com/travel-guide/attraction/taipei/huashan-1914-creative-park-10520725?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102t120009f3yju4BF0F_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00
Chang Dai-Ch'ien Residence,張大千先生紀念館,4.5,['Saturday-Sunday'],['10:30-11:10'],"No. 2, Ln. 342, Sec. 2, Zhishan Rd., Shilin Dist, Taipei, Taiwan",0,觀光,"Zhang Daqian Museum is located on the top of the round mountain of Dongguan Road, Dongxing District, Neijiang City. It has a superior location, convenient transportation and convenient travel. Zhang Daqian Memorial Hall was officially opened in 1992 and opened for free in 2010! It is the best place to travel on weekends!",https://www.trip.com/travel-guide/attraction/taipei/chang-dai-ch-ien-residence-13424702?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100p11000000qua3vF7B4_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,670.0,630.0,670.0,1.5,0,0,0,0,0,10:30-11:00,10:30-11:00
Songshan Cultural and Creative Park,松山文創園區,4.6,['Open daily'],['8:00-22:00'],"No. 133, Guangfu S Rd, Xinyi District, Taipei City, Taiwan 110",0,活動,"Songshan Cultural and Creative Park - located in Xinyi District, Taipei, built in 1937, formerly known as the ""Taiwan Governor's Mansion Monopoly Bureau Songshan Tobacco Workshop"" during the Japanese rule period, officially transformed into the ""Songshan Cultural and Creative Park"" in 2010.",https://www.trip.com/travel-guide/attraction/taipei/songshan-cultural-and-creative-park-10523535?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10071f000001h6zk780D1_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,2.5,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00
